step,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
68,-0.059648,0.148546,0.0,0.0323,0.0000
69,-0.063341,0.175152,0.0,0.0323,0.0000
70,-0.067064,0.120294,0.0,0.0323,0.0000
71,-0.070608,0.112326,0.0,0.0323,0.0000
72,-0.074118,0.105432,0.0,0.0323,0.0000
73,-0.078573,0.101460,0.0,0.0323,0.0000
74,-0.082789,0.112827,0.0,0.0323,0.0000
75,-0.087184,0.111582,0.0,0.0323,0.0000
76,-0.092317,0.126768,0.0,0.0323,0.0000
77,-0.097189,0.126148,0.0,0.0323,0.0000
78,-0.102820,0.108594,0.0,0.0323,0.0000
79,-0.108774,0.153903,0.0,0.0323,0.0000
80,-0.113003,0.093633,0.0,0.0323,0.0000
81,-0.116493,0.104532,0.0,0.0323,0.0001
82,-0.119575,0.120747,0.0,0.0323,0.0001
83,-0.123140,0.113265,0.0,0.0323,0.0000
84,-0.126219,0.120560,0.0,0.0323,0.0001
85,-0.128296,0.097877,0.0,0.0323,0.0001
86,-0.126900,0.150176,0.0,0.0323,0.0001
87,-0.124463,0.135866,0.0,0.0323,0.0001
88,-0.123197,0.139087,0.0,0.0323,0.0001
89,-0.121942,0.106485,0.0,0.0323,0.0001
90,-0.121017,0.101278,0.0,0.0323,0.0001
91,-0.116749,0.125985,0.0,0.0323,0.0001
92,-0.112464,0.131114,0.0,0.0323,0.0001
93,-0.108045,0.135604,0.0,0.0323,0.0001
94,-0.103063,0.121384,0.0,0.0323,0.0001
95,-0.097999,0.129306,0.0,0.0323,0.0001
96,-0.092941,0.188610,0.0,0.0323,0.0001
97,-0.087898,0.168314,0.0,0.0323,0.0001
98,-0.084799,0.096970,0.0,0.0323,0.0001
99,-0.079436,0.213311,0.0,0.0323,0.0001
100,-0.073929,0.096910,0.0,0.0323,0.0001
101,-0.069921,0.172579,0.0,0.0323,0.0001
102,-0.067388,0.142128,0.0,0.0323,0.0001
103,-0.064932,0.110495,0.0,0.0323,0.0001
104,-0.062253,0.142000,0.0,0.0323,0.0001
105,-0.059137,0.159541,0.0,0.0323,0.0001
106,-0.056606,0.144899,0.0,0.0323,0.0001
107,-0.052666,0.135333,0.0,0.0323,0.0001
108,-0.048702,0.100016,0.0,0.0323,0.0001
109,-0.042890,0.190452,0.0,0.0323,0.0001
110,-0.035947,0.157617,0.0,0.0323,0.0001
111,-0.029535,0.110792,0.0,0.0323,0.0001
112,-0.022394,0.197913,0.0,0.0323,0.0001
113,-0.015926,0.132340,0.0,0.0323,0.0001
114,-0.011538,0.160231,0.0,0.0323,0.0001
115,-0.008521,0.089292,0.0,0.0323,0.0001
116,-0.006667,0.125986,0.0,0.0323,0.0001
117,-0.005274,0.162367,0.0,0.0323,0.0001
118,-0.003524,0.163875,0.0,0.0323,0.0001
119,-0.001524,0.177125,0.0,0.0323,0.0001
120,0.000111,0.152689,0.0,0.0323,0.0001
121,0.002061,0.099757,0.0,0.0323,0.0001
122,0.002963,0.110626,0.0,0.0323,0.0001
123,0.004321,0.164899,0.0,0.0323,0.0001
124,0.006308,0.212310,0.0,0.0323,0.0001
125,0.008071,0.261610,0.0,0.0323,0.0001
126,0.008677,0.146994,0.0,0.0323,0.0001
127,0.009423,0.149620,0.0,0.0323,0.0001
128,0.010117,0.133736,0.0,0.0323,0.0001
129,0.010807,0.179014,0.0,0.0323,0.0001
130,0.012732,0.164193,0.0,0.0323,0.0001
131,0.015208,0.182137,0.0,0.0323,0.0001
132,0.015133,0.180831,0.0,0.0323,0.0001
133,0.013705,0.114537,0.0,0.0323,0.0001
134,0.011663,0.194389,0.0,0.0323,0.0001
135,0.008934,0.163163,0.0,0.0323,0.0001
136,0.004835,0.144884,0.0,0.0323,0.0001
137,0.000684,0.130810,0.0,0.0323,0.0001
138,-0.003882,0.131489,0.0,0.0323,0.0001
139,-0.007401,0.154170,0.0,0.0323,0.0001
140,-0.013090,0.158664,0.0,0.0323,0.0001
141,-0.017105,0.113423,0.0,0.0323,0.0001
142,-0.018198,0.182781,0.0,0.0323,0.0001
143,-0.020154,0.129966,0.0,0.0323,0.0001
144,-0.022298,0.151975,0.0,0.0323,0.0001
145,-0.024834,0.156874,0.0,0.0323,0.0001
146,-0.028864,0.271984,0.0,0.0323,0.0001
147,-0.032660,0.100262,0.0,0.0323,0.0001
148,-0.032908,0.099499,0.0,0.0323,0.0001
149,-0.032003,0.162515,0.0,0.0323,0.0001
150,-0.033263,0.203286,0.0,0.0323,0.0001
151,-0.036443,0.198642,0.0,0.0323,0.0001
152,-0.040508,0.256237,0.0,0.0323,0.0001
153,-0.041881,0.109270,0.0,0.0323,0.0002
154,-0.044206,0.135919,0.0,0.0323,0.0001
155,-0.045877,0.172757,0.0,0.0323,0.0002
156,-0.046282,0.177153,0.0,0.0323,0.0001
157,-0.044694,0.114089,0.0,0.0323,0.0002
158,-0.044293,0.124474,0.0,0.0323,0.0001
159,-0.046254,0.151380,0.0,0.0323,0.0002
160,-0.049409,0.114725,0.0,0.0323,0.0001
161,-0.051639,0.126886,0.0,0.0323,0.0002
162,-0.052355,0.177630,0.0,0.0323,0.0001
163,-0.052811,0.110241,0.0,0.0323,0.0002
164,-0.054389,0.174262,0.0,0.0323,0.0002
165,-0.056580,0.095055,0.0,0.0323,0.0002
166,-0.057003,0.159243,0.0,0.0323,0.0002
167,-0.057081,0.195070,0.0,0.0323,0.0002
168,-0.056977,0.159638,0.0,0.0323,0.0002
169,-0.054447,0.186908,0.0,0.0323,0.0002
170,-0.051544,0.147136,0.0,0.0323,0.0001
171,-0.051701,0.173748,0.0,0.0323,0.0001
172,-0.052555,0.184879,0.0,0.0323,0.0002
173,-0.052671,0.185495,0.0,0.0323,0.0002
174,-0.053054,0.120620,0.0,0.0323,0.0001
175,-0.055421,0.118905,0.0,0.0323,0.0002
176,-0.055766,0.185705,0.0,0.0323,0.0002
177,-0.054655,0.160493,0.0,0.0323,0.0001
178,-0.051885,0.195325,0.0,0.0323,0.0002
179,-0.047026,0.168865,0.0,0.0323,0.0002
180,-0.041544,0.124350,0.0,0.0323,0.0002
181,-0.038450,0.188944,0.0,0.0323,0.0002
182,-0.036153,0.113637,0.0,0.0323,0.0002
183,-0.036169,0.217344,0.0,0.0323,0.0002
184,-0.034203,0.122676,0.0,0.0323,0.0002
185,-0.030859,0.173299,0.0,0.0323,0.0002
186,-0.029191,0.148770,0.0,0.0323,0.0002
187,-0.030679,0.143583,0.0,0.0323,0.0002
188,-0.032005,0.134409,0.0,0.0323,0.0002
189,-0.033512,0.140894,0.0,0.0323,0.0002
190,-0.032959,0.147624,0.0,0.0323,0.0002
191,-0.033658,0.179049,0.0,0.0323,0.0002
192,-0.036725,0.153508,0.0,0.0323,0.0002
193,-0.036113,0.202348,0.0,0.0323,0.0002
194,-0.034810,0.142788,0.0,0.0323,0.0002
195,-0.033313,0.171479,0.0,0.0323,0.0002
196,-0.033743,0.154792,0.0,0.0323,0.0002
197,-0.035558,0.153388,0.0,0.0323,0.0002
198,-0.036821,0.093358,0.0,0.0323,0.0002
199,-0.036628,0.166714,0.0,0.0323,0.0002
200,-0.036906,0.139582,0.0,0.0323,0.0002
201,-0.037100,0.199636,0.0,0.0323,0.0002
202,-0.037111,0.248511,0.0,0.0323,0.0002
203,-0.034909,0.209232,0.0,0.0323,0.0002
204,-0.034181,0.181681,0.0,0.0323,0.0002
205,-0.035245,0.222075,0.0,0.0323,0.0002
206,-0.034345,0.135161,0.0,0.0323,0.0002
207,-0.033499,0.244803,0.0,0.0323,0.0002
208,-0.032079,0.144861,0.0,0.0323,0.0002
209,-0.031894,0.133621,0.0,0.0323,0.0002
210,-0.034948,0.182697,0.0,0.0323,0.0002
211,-0.036652,0.136352,0.0,0.0323,0.0002
212,-0.039167,0.122210,0.0,0.0323,0.0002
213,-0.045109,0.178091,0.0,0.0323,0.0002
214,-0.050415,0.153455,0.0,0.0323,0.0002
215,-0.055768,0.135145,0.0,0.0323,0.0002
216,-0.061653,0.131319,0.0,0.0323,0.0002
217,-0.068332,0.164380,0.0,0.0323,0.0002
218,-0.074426,0.141791,0.0,0.0323,0.0002
219,-0.082921,0.197303,0.0,0.0323,0.0002
220,-0.089957,0.121163,0.0,0.0323,0.0002
221,-0.096211,0.145193,0.0,0.0323,0.0002
222,-0.101495,0.161375,0.0,0.0323,0.0002
223,-0.107972,0.140433,0.0,0.0323,0.0002
224,-0.115608,0.132892,0.0,0.0323,0.0002
225,-0.119313,0.108469,0.0,0.0323,0.0002
226,-0.123982,0.114132,0.0,0.0323,0.0002
227,-0.125899,0.138112,0.0,0.0323,0.0002
228,-0.126672,0.202134,0.0,0.0323,0.0003
229,-0.128830,0.143278,0.0,0.0323,0.0002
230,-0.130809,0.171297,0.0,0.0323,0.0003
231,-0.136897,0.169885,0.0,0.0323,0.0002
232,-0.142100,0.187699,0.0,0.0323,0.0003
233,-0.145533,0.131015,0.0,0.0323,0.0002
234,-0.146736,0.100489,0.0,0.0323,0.0003
235,-0.148678,0.126845,0.0,0.0323,0.0003
236,-0.149554,0.101598,0.0,0.0323,0.0003
237,-0.148808,0.137105,0.0,0.0323,0.0003
238,-0.147168,0.108842,0.0,0.0323,0.0003
239,-0.147688,0.117145,0.0,0.0323,0.0002
240,-0.145565,0.163704,0.0,0.0323,0.0003
241,-0.146357,0.160934,0.0,0.0323,0.0003
242,-0.143358,0.079363,0.0,0.0323,0.0003
243,-0.139625,0.198952,0.0,0.0323,0.0003
244,-0.135867,0.128626,0.0,0.0323,0.0003
245,-0.133257,0.115266,0.0,0.0323,0.0002
246,-0.129195,0.127656,0.0,0.0323,0.0002
247,-0.128566,0.130060,0.0,0.0323,0.0003
248,-0.126740,0.177669,0.0,0.0323,0.0003
249,-0.123256,0.155402,0.0,0.0323,0.0003
250,-0.120338,0.129632,0.0,0.0323,0.0003
251,-0.115677,0.179668,0.0,0.0323,0.0003
252,-0.112693,0.110042,0.0,0.0323,0.0003
253,-0.111102,0.110277,0.0,0.0323,0.0003
254,-0.109525,0.212127,0.0,0.0323,0.0002
255,-0.106114,0.119676,0.0,0.0323,0.0003
256,-0.104086,0.103543,0.0,0.0323,0.0003
257,-0.100828,0.136581,0.0,0.0323,0.0003
258,-0.097149,0.130880,0.0,0.0323,0.0003
259,-0.092951,0.142057,0.0,0.0323,0.0003
260,-0.089214,0.123103,0.0,0.0323,0.0004
261,-0.086063,0.095775,0.0,0.0323,0.0004
262,-0.086094,0.169276,0.0,0.0323,0.0003
263,-0.082359,0.108506,0.0,0.0323,0.0004
264,-0.080409,0.156154,0.0,0.0323,0.0004
265,-0.077698,0.144458,0.0,0.0323,0.0003
266,-0.074573,0.134211,0.0,0.0323,0.0004
267,-0.072816,0.086276,0.0,0.0323,0.0003
268,-0.069543,0.131457,0.0,0.0323,0.0003
269,-0.065560,0.110955,0.0,0.0323,0.0005
270,-0.062065,0.135247,0.0,0.0323,0.0004
271,-0.058373,0.076713,0.0,0.0323,0.0004
272,-0.056849,0.207444,0.0,0.0323,0.0003
273,-0.054865,0.109833,0.0,0.0323,0.0003
274,-0.053098,0.187324,0.0,0.0323,0.0005
275,-0.053010,0.121193,0.0,0.0323,0.0003
276,-0.053777,0.148068,0.0,0.0323,0.0005
277,-0.055452,0.138025,0.0,0.0323,0.0004
278,-0.058482,0.158228,0.0,0.0323,0.0004
279,-0.062637,0.097092,0.0,0.0323,0.0004
280,-0.066770,0.122559,0.0,0.0323,0.0005
281,-0.068209,0.084621,0.0,0.0323,0.0004
282,-0.069098,0.158940,0.0,0.0323,0.0004
283,-0.070823,0.207740,0.0,0.0323,0.0004
284,-0.074054,0.117324,0.0,0.0323,0.0003
285,-0.077279,0.163173,0.0,0.0323,0.0004
286,-0.079675,0.139907,0.0,0.0323,0.0005
287,-0.081264,0.114557,0.0,0.0323,0.0006
288,-0.080763,0.155714,0.0,0.0323,0.0006
289,-0.081354,0.069291,0.0,0.0323,0.0004
290,-0.082233,0.109007,0.0,0.0323,0.0005
291,-0.081646,0.124894,0.0,0.0323,0.0004
292,-0.079384,0.153027,0.0,0.0323,0.0006
293,-0.079921,0.142185,0.0,0.0323,0.0006
294,-0.078725,0.086358,0.0,0.0323,0.0006
295,-0.077886,0.105661,0.0,0.0323,0.0005
296,-0.076903,0.104476,0.0,0.0323,0.0005
297,-0.074535,0.159519,0.0,0.0323,0.0006
298,-0.071023,0.134945,0.0,0.0323,0.0006
299,-0.068912,0.104284,0.0,0.0323,0.0005
300,-0.068421,0.127721,0.0,0.0323,0.0005
301,-0.066627,0.142412,0.0,0.0323,0.0006
302,-0.066575,0.143059,0.0,0.0323,0.0006
303,-0.066080,0.126841,0.0,0.0323,0.0006
304,-0.065825,0.123888,0.0,0.0323,0.0005
305,-0.065113,0.133661,0.0,0.0323,0.0005
306,-0.064906,0.204857,0.0,0.0323,0.0006
307,-0.067543,0.150966,0.0,0.0323,0.0005
308,-0.067135,0.143259,0.0,0.0323,0.0007
309,-0.069324,0.142486,0.0,0.0323,0.0006
310,-0.070120,0.127642,0.0,0.0323,0.0008
311,-0.071148,0.156404,0.0,0.0323,0.0007
312,-0.073781,0.155681,0.0,0.0323,0.0006
313,-0.074554,0.145857,0.0,0.0323,0.0008
314,-0.073190,0.114568,0.0,0.0323,0.0006
315,-0.071042,0.104511,0.0,0.0323,0.0006
316,-0.068800,0.110134,0.0,0.0323,0.0007
317,-0.065028,0.096591,0.0,0.0323,0.0008
318,-0.062920,0.138198,0.0,0.0323,0.0007
319,-0.060124,0.070216,0.0,0.0323,0.0007
320,-0.057909,0.090449,0.0,0.0323,0.0007
321,-0.057153,0.130233,0.0,0.0323,0.0007
322,-0.054130,0.151947,0.0,0.0323,0.0008
323,-0.050783,0.152491,0.0,0.0323,0.0007
324,-0.046452,0.112339,0.0,0.0323,0.0008
325,-0.041402,0.147065,0.0,0.0323,0.0007
326,-0.037346,0.124487,0.0,0.0323,0.0007
327,-0.032172,0.114401,0.0,0.0323,0.0010
328,-0.028716,0.129528,0.0,0.0323,0.0008
329,-0.024069,0.095804,0.0,0.0323,0.0008
330,-0.020234,0.111601,0.0,0.0323,0.0006
331,-0.016613,0.164709,0.0,0.0323,0.0007
332,-0.012072,0.102126,0.0,0.0323,0.0009
333,-0.008150,0.099393,0.0,0.0323,0.0010
334,-0.005804,0.156902,0.0,0.0323,0.0008
335,-0.004925,0.123095,0.0,0.0323,0.0009
336,-0.005080,0.194797,0.0,0.0323,0.0008
337,-0.007287,0.175142,0.0,0.0323,0.0006
338,-0.009166,0.122676,0.0,0.0323,0.0008
339,-0.010407,0.132108,0.0,0.0323,0.0010
340,-0.011673,0.133284,0.0,0.0323,0.0011
341,-0.013303,0.122406,0.0,0.0323,0.0007
342,-0.014126,0.155178,0.0,0.0323,0.0009
343,-0.014865,0.147012,0.0,0.0323,0.0011
344,-0.015200,0.112574,0.0,0.0323,0.0011
345,-0.015523,0.144336,0.0,0.0323,0.0010
346,-0.015542,0.065738,0.0,0.0323,0.0009
347,-0.016187,0.075770,0.0,0.0323,0.0009
348,-0.015057,0.134641,0.0,0.0323,0.0012
349,-0.014622,0.095328,0.0,0.0323,0.0010
350,-0.013774,0.079476,0.0,0.0323,0.0009
351,-0.013207,0.122854,0.0,0.0323,0.0007
352,-0.011817,0.127710,0.0,0.0323,0.0010
353,-0.010869,0.092404,0.0,0.0323,0.0010
354,-0.009865,0.142726,0.0,0.0323,0.0010
355,-0.009702,0.079873,0.0,0.0323,0.0012
356,-0.011181,0.118166,0.0,0.0323,0.0010
357,-0.012381,0.189393,0.0,0.0323,0.0006
358,-0.013040,0.112237,0.0,0.0323,0.0011
359,-0.012659,0.123883,0.0,0.0323,0.0012
360,-0.013818,0.151703,0.0,0.0323,0.0009
361,-0.014180,0.159848,0.0,0.0323,0.0012
362,-0.015646,0.153898,0.0,0.0323,0.0010
363,-0.017081,0.112480,0.0,0.0323,0.0013
364,-0.018310,0.126799,0.0,0.0323,0.0009
365,-0.020068,0.088753,0.0,0.0323,0.0010
366,-0.021567,0.091042,0.0,0.0323,0.0015
367,-0.024941,0.139807,0.0,0.0323,0.0012
368,-0.025872,0.141777,0.0,0.0323,0.0010
369,-0.026379,0.125473,0.0,0.0323,0.0007
370,-0.026727,0.144097,0.0,0.0323,0.0006
371,-0.028119,0.149233,0.0,0.0323,0.0012
372,-0.029999,0.176008,0.0,0.0323,0.0013
373,-0.032426,0.085341,0.0,0.0323,0.0011
374,-0.033198,0.163793,0.0,0.0323,0.0010
375,-0.033130,0.109567,0.0,0.0323,0.0011
376,-0.033275,0.106870,0.0,0.0323,0.0011
377,-0.032401,0.097067,0.0,0.0323,0.0012
378,-0.031206,0.098265,0.0,0.0323,0.0013
379,-0.029850,0.064566,0.0,0.0323,0.0014
380,-0.030267,0.150751,0.0,0.0323,0.0011
381,-0.028761,0.146867,0.0,0.0323,0.0010
382,-0.024418,0.093141,0.0,0.0323,0.0014
383,-0.022531,0.134233,0.0,0.0323,0.0013
384,-0.020765,0.075961,0.0,0.0323,0.0013
385,-0.019396,0.077657,0.0,0.0323,0.0011
386,-0.017297,0.113330,0.0,0.0323,0.0012
387,-0.018290,0.184463,0.0,0.0323,0.0011
388,-0.018413,0.118361,0.0,0.0323,0.0010
389,-0.016987,0.082989,0.0,0.0323,0.0015
390,-0.017777,0.136490,0.0,0.0323,0.0011
391,-0.018038,0.096293,0.0,0.0323,0.0014
392,-0.018397,0.132470,0.0,0.0323,0.0014
393,-0.019092,0.114036,0.0,0.0323,0.0016
394,-0.018732,0.094754,0.0,0.0323,0.0012
395,-0.018587,0.099547,0.0,0.0323,0.0010
396,-0.017226,0.091910,0.0,0.0323,0.0014
397,-0.015729,0.123470,0.0,0.0323,0.0016
398,-0.015359,0.110277,0.0,0.0323,0.0011
399,-0.013803,0.099331,0.0,0.0323,0.0011
400,-0.011438,0.098750,0.0,0.0323,0.0015
401,-0.010784,0.159619,0.0,0.0323,0.0015
402,-0.011613,0.160590,0.0,0.0323,0.0011
403,-0.012536,0.148515,0.0,0.0323,0.0012
404,-0.012284,0.172402,0.0,0.0323,0.0015
405,-0.012167,0.114705,0.0,0.0323,0.0018
406,-0.010797,0.142510,0.0,0.0323,0.0015
407,-0.009500,0.122927,0.0,0.0323,0.0017
408,-0.007356,0.093058,0.0,0.0323,0.0015
409,-0.005210,0.085493,0.0,0.0323,0.0016
410,-0.003822,0.076090,0.0,0.0323,0.0017
411,-0.001681,0.099775,0.0,0.0323,0.0014
412,0.000820,0.089911,0.0,0.0323,0.0015
413,0.004390,0.164576,0.0,0.0323,0.0012
414,0.008785,0.144352,0.0,0.0323,0.0017
415,0.013309,0.184569,0.0,0.0323,0.0014
416,0.016471,0.090689,0.0,0.0323,0.0013
417,0.019206,0.119082,0.0,0.0323,0.0014
418,0.022532,0.112372,0.0,0.0323,0.0017
419,0.024091,0.119239,0.0,0.0323,0.0017
420,0.026829,0.089169,0.0,0.0323,0.0016
421,0.028928,0.077455,0.0,0.0323,0.0016
422,0.027276,0.099208,0.0,0.0323,0.0015
423,0.028801,0.100285,0.0,0.0323,0.0018
424,0.030159,0.105653,0.0,0.0323,0.0018
425,0.030075,0.105653,0.0,0.0323,0.0015
426,0.028650,0.091345,0.0,0.0323,0.0016
427,0.029246,0.093201,0.0,0.0323,0.0017
428,0.028829,0.113275,0.0,0.0323,0.0018
429,0.026828,0.108639,0.0,0.0323,0.0017
430,0.025816,0.083893,0.0,0.0323,0.0017
431,0.025660,0.107276,0.0,0.0323,0.0012
432,0.022292,0.096083,0.0,0.0323,0.0014
433,0.022347,0.102590,0.0,0.0323,0.0015
434,0.020431,0.101999,0.0,0.0323,0.0015
435,0.020276,0.114779,0.0,0.0323,0.0016
436,0.016416,0.106692,0.0,0.0323,0.0017
437,0.014729,0.106876,0.0,0.0323,0.0017
438,0.012908,0.086912,0.0,0.0323,0.0013
439,0.010497,0.066546,0.0,0.0323,0.0018
440,0.008670,0.185343,0.0,0.0323,0.0017
441,0.006537,0.099750,0.0,0.0323,0.0019
442,0.005831,0.113008,0.0,0.0323,0.0015
443,0.003660,0.098140,0.0,0.0323,0.0012
444,0.001834,0.089694,0.0,0.0323,0.0019
445,-0.000075,0.124308,0.0,0.0323,0.0019
446,-0.002562,0.085565,0.0,0.0323,0.0017
447,-0.005027,0.067877,0.0,0.0323,0.0019
448,-0.008600,0.111170,0.0,0.0323,0.0016
449,-0.011255,0.113722,0.0,0.0323,0.0019
450,-0.014519,0.102846,0.0,0.0323,0.0018
451,-0.014295,0.070096,0.0,0.0323,0.0021
452,-0.018872,0.097855,0.0,0.0323,0.0019
453,-0.022360,0.161168,0.0,0.0323,0.0017
454,-0.025442,0.109037,0.0,0.0323,0.0017
455,-0.026495,0.119743,0.0,0.0323,0.0017
456,-0.028132,0.070160,0.0,0.0323,0.0020
457,-0.034865,0.123705,0.0,0.0323,0.0015
458,-0.036038,0.123073,0.0,0.0323,0.0017
459,-0.037452,0.127283,0.0,0.0323,0.0022
460,-0.044249,0.077532,0.0,0.0323,0.0018
461,-0.044018,0.084517,0.0,0.0323,0.0016
462,-0.049045,0.185436,0.0,0.0323,0.0015
463,-0.051486,0.157386,0.0,0.0323,0.0018
464,-0.050997,0.112736,0.0,0.0323,0.0022
465,-0.054377,0.124395,0.0,0.0323,0.0019
466,-0.057460,0.104483,0.0,0.0323,0.0021
467,-0.058788,0.119783,0.0,0.0323,0.0017
468,-0.059516,0.131067,0.0,0.0323,0.0020
469,-0.054311,0.094201,0.0,0.0323,0.0021
470,-0.057653,0.096899,0.0,0.0323,0.0020
471,-0.059681,0.105540,0.0,0.0323,0.0015
472,-0.053677,0.115553,0.0,0.0323,0.0018
473,-0.049024,0.121779,0.0,0.0323,0.0017
474,-0.047943,0.106058,0.0,0.0323,0.0017
475,-0.038683,0.091756,0.0,0.0323,0.0020
476,-0.033405,0.128711,0.0,0.0323,0.0017
477,-0.032464,0.096969,0.0,0.0323,0.0019
478,-0.024492,0.151577,0.0,0.0323,0.0020
479,-0.024300,0.123722,0.0,0.0323,0.0017
480,-0.019985,0.118111,0.0,0.0323,0.0022
481,-0.015743,0.102586,0.0,0.0323,0.0017
482,-0.014760,0.108274,0.0,0.0323,0.0015
483,-0.008280,0.095631,0.0,0.0323,0.0019
484,-0.006513,0.115933,0.0,0.0323,0.0019
485,0.000255,0.128574,0.0,0.0323,0.0018
486,0.002501,0.099684,0.0,0.0323,0.0015
487,0.003535,0.117675,0.0,0.0323,0.0018
488,0.005171,0.127186,0.0,0.0323,0.0018
489,0.004969,0.092160,0.0,0.0323,0.0021
490,0.003937,0.115892,0.0,0.0323,0.0018
491,0.005020,0.081284,0.0,0.0323,0.0019
492,0.006130,0.107322,0.0,0.0323,0.0018
493,0.007294,0.128250,0.0,0.0323,0.0021
494,0.009293,0.103299,0.0,0.0323,0.0020
495,0.011025,0.135931,0.0,0.0323,0.0014
496,0.014064,0.107134,0.0,0.0323,0.0019
497,0.015798,0.092718,0.0,0.0323,0.0019
498,0.016800,0.070675,0.0,0.0323,0.0022
499,0.017881,0.198373,0.0,0.0323,0.0019
500,0.019840,0.096147,0.0,0.0323,0.0021
501,0.022413,0.091375,0.0,0.0323,0.0021
502,0.023945,0.183872,0.0,0.0323,0.0015
503,0.024229,0.084720,0.0,0.0323,0.0018
504,0.025362,0.091921,0.0,0.0323,0.0022
505,0.026260,0.069324,0.0,0.0323,0.0021
506,0.027296,0.107068,0.0,0.0323,0.0021
507,0.027139,0.115857,0.0,0.0323,0.0013
508,0.026499,0.129657,0.0,0.0323,0.0018
509,0.027013,0.075896,0.0,0.0323,0.0020
510,0.027368,0.064222,0.0,0.0323,0.0020
511,0.028053,0.135487,0.0,0.0323,0.0019
512,0.027903,0.160930,0.0,0.0323,0.0017
513,0.026620,0.068792,0.0,0.0323,0.0019
514,0.025231,0.092022,0.0,0.0323,0.0022
515,0.022787,0.121472,0.0,0.0323,0.0020
516,0.021682,0.076112,0.0,0.0323,0.0017
517,0.019793,0.117186,0.0,0.0323,0.0017
518,0.019062,0.113220,0.0,0.0323,0.0021
519,0.017534,0.106556,0.0,0.0323,0.0022
520,0.017462,0.111514,0.0,0.0323,0.0022
521,0.014500,0.090865,0.0,0.0323,0.0016
522,0.013211,0.104052,0.0,0.0323,0.0020
523,0.009908,0.098545,0.0,0.0323,0.0016
524,0.009582,0.108028,0.0,0.0323,0.0021
525,0.005402,0.126793,0.0,0.0323,0.0019
526,0.004273,0.119347,0.0,0.0323,0.0020
527,0.004722,0.087757,0.0,0.0323,0.0021
528,-0.000328,0.154622,0.0,0.0323,0.0019
529,0.000745,0.081710,0.0,0.0323,0.0019
530,-0.004581,0.119706,0.0,0.0323,0.0018
531,-0.002473,0.088435,0.0,0.0323,0.0021
532,-0.008858,0.092715,0.0,0.0323,0.0020
533,-0.004965,0.095426,0.0,0.0323,0.0023
534,-0.010506,0.100057,0.0,0.0323,0.0018
535,-0.008467,0.168272,0.0,0.0323,0.0022
536,-0.019473,0.148363,0.0,0.0323,0.0018
537,-0.022437,0.120204,0.0,0.0323,0.0016
538,-0.024658,0.095251,0.0,0.0323,0.0016
539,-0.015839,0.106663,0.0,0.0323,0.0021
540,-0.012234,0.075926,0.0,0.0323,0.0021
541,-0.017878,0.116148,0.0,0.0323,0.0021
542,-0.020870,0.141530,0.0,0.0323,0.0020
543,-0.020898,0.142406,0.0,0.0323,0.0019
544,-0.017620,0.133344,0.0,0.0323,0.0023
545,-0.017378,0.112349,0.0,0.0323,0.0021
546,-0.022360,0.109273,0.0,0.0323,0.0018
547,-0.028007,0.135615,0.0,0.0323,0.0017
548,-0.012295,0.094828,0.0,0.0323,0.0021
549,-0.022629,0.159881,0.0,0.0323,0.0017
550,-0.016378,0.142604,0.0,0.0323,0.0020
