date,step,ticker,action,shares,price,value,commission
2015-09-23T00:00:00.000000000,8,NSE_TRENT,BUY,111,124.00,13764.55,13.76
2015-09-24T00:00:00.000000000,9,NSE_ADANIPOWER,BUY,197674,4.92,972556.10,972.56
2015-09-24T00:00:00.000000000,9,NSE_HDFCBANK,SELL,-54,261.75,-14134.50,14.13
2015-09-24T00:00:00.000000000,9,NSE_INFY,BUY,13,556.75,7237.75,7.24
2015-09-24T00:00:00.000000000,9,NSE_LT,BUY,3,991.60,2974.80,2.97
2015-09-24T00:00:00.000000000,9,NSE_SBIN,SELL,-24,239.45,-5746.80,5.75
2015-09-24T00:00:00.000000000,9,NSE_SOLARINDS,BUY,13,717.80,9331.40,9.33
2015-09-24T00:00:00.000000000,9,NSE_SUNPHARMA,BUY,7,900.90,6306.30,6.31
2015-09-24T00:00:00.000000000,9,NSE_TATAPOWER,BUY,33,63.05,2080.65,2.08
2015-09-24T00:00:00.000000000,9,NSE_TITAN,BUY,15,319.45,4791.75,4.79
2015-09-24T00:00:00.000000000,9,NSE_TRENT,SELL,-263,130.01,-34191.32,34.19
2015-09-28T00:00:00.000000000,10,NSE_ADANIPOWER,SELL,-787,4.98,-3919.26,3.92
2015-09-28T00:00:00.000000000,10,NSE_INFY,SELL,-27,569.97,-15389.32,15.39
2015-09-28T00:00:00.000000000,10,NSE_LT,BUY,24,976.00,23423.98,23.42
2015-09-28T00:00:00.000000000,10,NSE_SBIN,BUY,7,241.00,1687.00,1.69
2015-09-28T00:00:00.000000000,10,NSE_SOLARINDS,SELL,-2,724.80,-1449.60,1.45
2015-09-28T00:00:00.000000000,10,NSE_SUNPHARMA,BUY,16,895.00,14320.00,14.32
2015-09-28T00:00:00.000000000,10,NSE_TATAPOWER,SELL,-310,64.90,-20119.00,20.12
2015-09-28T00:00:00.000000000,10,NSE_TITAN,SELL,-27,324.95,-8773.65,8.77
2015-09-28T00:00:00.000000000,10,NSE_TRENT,BUY,25,130.65,3266.37,3.27
2015-09-29T00:00:00.000000000,11,NSE_ADANIPOWER,BUY,1449,4.84,7013.16,7.01
2015-09-29T00:00:00.000000000,11,NSE_HDFCBANK,BUY,12,258.00,3096.00,3.10
2015-09-29T00:00:00.000000000,11,NSE_INFY,BUY,23,551.00,12673.00,12.67
2015-09-29T00:00:00.000000000,11,NSE_LT,BUY,10,946.67,9466.66,9.47
2015-09-29T00:00:00.000000000,11,NSE_SOLARINDS,SELL,-18,719.80,-12956.40,12.96
2015-09-29T00:00:00.000000000,11,NSE_SUNPHARMA,BUY,20,861.00,17220.00,17.22
2015-09-29T00:00:00.000000000,11,NSE_TATAPOWER,SELL,-220,64.50,-14190.00,14.19
2015-09-29T00:00:00.000000000,11,NSE_TITAN,SELL,-51,323.80,-16513.80,16.51
2015-09-29T00:00:00.000000000,11,NSE_TRENT,BUY,50,127.11,6355.75,6.36
2015-09-30T00:00:00.000000000,12,NSE_ADANIPOWER,SELL,-198336,4.97,-985729.88,985.73
2015-09-30T00:00:00.000000000,12,NSE_CIPLA,BUY,1532,638.00,977416.00,977.42
2015-09-30T00:00:00.000000000,12,NSE_HDFCBANK,SELL,-61,267.00,-16287.00,16.29
2015-09-30T00:00:00.000000000,12,NSE_INFY,SELL,-19,567.20,-10776.80,10.78
2015-09-30T00:00:00.000000000,12,NSE_LT,SELL,-13,976.53,-12694.92,12.69
2015-09-30T00:00:00.000000000,12,NSE_SBIN,SELL,-72,244.85,-17629.20,17.63
2015-09-30T00:00:00.000000000,12,NSE_SOLARINDS,BUY,34,714.81,24303.54,24.30
2015-09-30T00:00:00.000000000,12,NSE_SUNPHARMA,BUY,22,860.00,18920.00,18.92
2015-09-30T00:00:00.000000000,12,NSE_TATAPOWER,SELL,-14885,66.50,-989852.50,989.85
2015-09-30T00:00:00.000000000,12,NSE_TITAN,BUY,62,323.00,20026.00,20.03
2015-09-30T00:00:00.000000000,12,NSE_TRENT,BUY,28,129.01,3612.14,3.61
2015-10-01T00:00:00.000000000,13,NSE_CIPLA,SELL,-9,642.90,-5786.10,5.79
2015-10-01T00:00:00.000000000,13,NSE_HDFCBANK,SELL,-16,268.80,-4300.80,4.30
2015-10-01T00:00:00.000000000,13,NSE_INFY,SELL,-48,584.95,-28077.60,28.08
2015-10-01T00:00:00.000000000,13,NSE_LT,SELL,-10,988.67,-9886.66,9.89
2015-10-01T00:00:00.000000000,13,NSE_RELIANCE,BUY,4989,196.49,980268.39,980.27
2015-10-01T00:00:00.000000000,13,NSE_SBIN,BUY,70,241.20,16884.00,16.88
2015-10-01T00:00:00.000000000,13,NSE_SOLARINDS,BUY,32,700.00,22400.00,22.40
2015-10-01T00:00:00.000000000,13,NSE_SUNPHARMA,SELL,-17,875.00,-14875.00,14.88
2015-10-01T00:00:00.000000000,13,NSE_TITAN,BUY,94,314.00,29516.00,29.52
2015-10-01T00:00:00.000000000,13,NSE_TRENT,SELL,-96,130.99,-12575.52,12.58
2015-10-05T00:00:00.000000000,14,NSE_CIPLA,BUY,14,639.65,8955.10,8.96
2015-10-05T00:00:00.000000000,14,NSE_HDFCBANK,BUY,7,269.30,1885.10,1.89
2015-10-05T00:00:00.000000000,14,NSE_INFY,BUY,2,586.50,1173.00,1.17
2015-10-05T00:00:00.000000000,14,NSE_LT,SELL,-10,1002.73,-10027.32,10.03
2015-10-05T00:00:00.000000000,14,NSE_RELIANCE,BUY,84,193.98,16294.25,16.29
2015-10-05T00:00:00.000000000,14,NSE_SBIN,BUY,71,238.10,16905.10,16.91
2015-10-05T00:00:00.000000000,14,NSE_SOLARINDS,BUY,29,688.61,19969.69,19.97
2015-10-05T00:00:00.000000000,14,NSE_SUNPHARMA,SELL,-26,899.00,-23374.00,23.37
2015-10-05T00:00:00.000000000,14,NSE_TITAN,SELL,-156,331.90,-51776.40,51.78
2015-10-05T00:00:00.000000000,14,NSE_TRENT,BUY,128,129.30,16551.04,16.55
2015-10-06T00:00:00.000000000,15,NSE_CIPLA,BUY,16,643.90,10302.40,10.30
2015-10-06T00:00:00.000000000,15,NSE_HDFCBANK,SELL,-43,276.75,-11900.25,11.90
2015-10-06T00:00:00.000000000,15,NSE_INFY,BUY,8,593.53,4748.20,4.75
2015-10-06T00:00:00.000000000,15,NSE_LT,SELL,-22,1042.47,-22934.24,22.93
2015-10-06T00:00:00.000000000,15,NSE_RELIANCE,SELL,-106,201.36,-21344.65,21.34
2015-10-06T00:00:00.000000000,15,NSE_SBIN,SELL,-12,242.70,-2912.40,2.91
2015-10-06T00:00:00.000000000,15,NSE_SOLARINDS,BUY,27,687.00,18549.00,18.55
2015-10-06T00:00:00.000000000,15,NSE_SUNPHARMA,BUY,10,905.95,9059.50,9.06
2015-10-06T00:00:00.000000000,15,NSE_TITAN,BUY,36,333.20,11995.20,12.00
2015-10-06T00:00:00.000000000,15,NSE_TRENT,SELL,-17,131.71,-2239.15,2.24
2015-10-07T00:00:00.000000000,16,NSE_CIPLA,SELL,-1553,668.90,-1038801.74,1038.80
2015-10-07T00:00:00.000000000,16,NSE_HDFCBANK,BUY,71,272.00,19312.00,19.31
2015-10-07T00:00:00.000000000,16,NSE_INFY,BUY,48,578.00,27744.00,27.74
2015-10-07T00:00:00.000000000,16,NSE_LT,SELL,-960,1033.33,-991998.98,992.00
2015-10-07T00:00:00.000000000,16,NSE_RELIANCE,BUY,17,201.15,3419.57,3.42
2015-10-07T00:00:00.000000000,16,NSE_SBIN,BUY,52,240.15,12487.80,12.49
2015-10-07T00:00:00.000000000,16,NSE_SOLARINDS,SELL,-3,689.41,-2068.23,2.07
2015-10-07T00:00:00.000000000,16,NSE_SUNPHARMA,SELL,-9,915.00,-8235.00,8.23
2015-10-07T00:00:00.000000000,16,NSE_TATAPOWER,BUY,14509,69.10,1002571.88,1002.57
2015-10-07T00:00:00.000000000,16,NSE_TITAN,SELL,-89,344.00,-30616.00,30.62
2015-10-07T00:00:00.000000000,16,NSE_TRENT,BUY,15,131.71,1975.58,1.98
2015-10-08T00:00:00.000000000,17,NSE_ADANIPOWER,BUY,188014,5.36,1007754.98,1007.75
2015-10-08T00:00:00.000000000,17,NSE_HDFCBANK,BUY,15,272.02,4080.37,4.08
2015-10-08T00:00:00.000000000,17,NSE_INFY,BUY,38,568.20,21591.60,21.59
2015-10-08T00:00:00.000000000,17,NSE_RELIANCE,SELL,-86,205.69,-17689.56,17.69
2015-10-08T00:00:00.000000000,17,NSE_SBIN,SELL,-20,242.45,-4849.00,4.85
2015-10-08T00:00:00.000000000,17,NSE_SOLARINDS,BUY,7,689.60,4827.20,4.83
2015-10-08T00:00:00.000000000,17,NSE_SUNPHARMA,SELL,-13,930.00,-12090.00,12.09
2015-10-08T00:00:00.000000000,17,NSE_TATAPOWER,SELL,-220,70.50,-15510.00,15.51
2015-10-08T00:00:00.000000000,17,NSE_TITAN,BUY,4,345.05,1380.20,1.38
2015-10-08T00:00:00.000000000,17,NSE_TRENT,BUY,55,131.38,7226.17,7.23
2015-10-09T00:00:00.000000000,18,NSE_ADANIPOWER,BUY,2489,5.28,13141.92,13.14
2015-10-09T00:00:00.000000000,18,NSE_HDFCBANK,SELL,-30,273.75,-8212.50,8.21
2015-10-09T00:00:00.000000000,18,NSE_INFY,SELL,-3,568.00,-1704.00,1.70
2015-10-09T00:00:00.000000000,18,NSE_RELIANCE,BUY,103,201.00,20703.51,20.70
2015-10-09T00:00:00.000000000,18,NSE_SBIN,SELL,-60,245.50,-14730.00,14.73
2015-10-09T00:00:00.000000000,18,NSE_SOLARINDS,SELL,-25,700.00,-17500.00,17.50
2015-10-09T00:00:00.000000000,18,NSE_SUNPHARMA,BUY,7,922.50,6457.50,6.46
2015-10-09T00:00:00.000000000,18,NSE_TATAPOWER,SELL,-20,70.45,-1409.00,1.41
2015-10-09T00:00:00.000000000,18,NSE_TITAN,BUY,14,342.75,4798.50,4.80
2015-10-09T00:00:00.000000000,18,NSE_TRENT,SELL,-9,131.26,-1181.38,1.18
2015-10-12T00:00:00.000000000,19,NSE_ADANIPOWER,SELL,-281,5.30,-1489.30,1.49
2015-10-12T00:00:00.000000000,19,NSE_HDFCBANK,BUY,37,271.92,10061.22,10.06
2015-10-12T00:00:00.000000000,19,NSE_INFY,SELL,-85,599.50,-50957.50,50.96
2015-10-12T00:00:00.000000000,19,NSE_RELIANCE,BUY,52,199.64,10381.53,10.38
2015-10-12T00:00:00.000000000,19,NSE_SBIN,BUY,38,244.10,9275.80,9.28
2015-10-12T00:00:00.000000000,19,NSE_SOLARINDS,SELL,-9,706.99,-6362.91,6.36
2015-10-12T00:00:00.000000000,19,NSE_SUNPHARMA,BUY,19,910.00,17290.00,17.29
2015-10-12T00:00:00.000000000,19,NSE_TATAPOWER,BUY,146,69.95,10212.70,10.21
2015-10-12T00:00:00.000000000,19,NSE_TITAN,BUY,28,340.70,9539.60,9.54
2015-10-12T00:00:00.000000000,19,NSE_TRENT,SELL,-72,133.01,-9576.36,9.58
2015-10-13T00:00:00.000000000,20,NSE_ADANIPOWER,SELL,-17143,5.80,-99429.40,99.43
2015-10-13T00:00:00.000000000,20,NSE_HDFCBANK,BUY,22,268.89,5915.53,5.92
2015-10-13T00:00:00.000000000,20,NSE_INFY,BUY,131,553.72,72537.97,72.54
2015-10-13T00:00:00.000000000,20,NSE_RELIANCE,SELL,-9,198.98,-1790.83,1.79
2015-10-13T00:00:00.000000000,20,NSE_SBIN,SELL,-18,244.00,-4392.00,4.39
2015-10-13T00:00:00.000000000,20,NSE_SOLARINDS,BUY,50,680.00,34000.00,34.00
2015-10-13T00:00:00.000000000,20,NSE_SUNPHARMA,BUY,15,894.00,13410.00,13.41
2015-10-13T00:00:00.000000000,20,NSE_TATAPOWER,SELL,-14415,70.00,-1009050.00,1009.05
2015-10-13T00:00:00.000000000,20,NSE_TITAN,SELL,-2959,342.50,-1013457.50,1013.46
2015-10-13T00:00:00.000000000,20,NSE_TRENT,SELL,-24,132.80,-3187.32,3.19
2015-10-14T00:00:00.000000000,21,NSE_ADANIPORTS,BUY,3105,323.00,1002915.00,1002.92
2015-10-14T00:00:00.000000000,21,NSE_ADANIPOWER,BUY,2915,5.70,16615.50,16.62
2015-10-14T00:00:00.000000000,21,NSE_BAJAJ_AUTO,BUY,408,2456.30,1002170.42,1002.17
2015-10-14T00:00:00.000000000,21,NSE_HDFCBANK,BUY,22,267.20,5878.40,5.88
2015-10-14T00:00:00.000000000,21,NSE_INFY,BUY,24,545.72,13097.40,13.10
2015-10-14T00:00:00.000000000,21,NSE_RELIANCE,SELL,-66,201.40,-13292.29,13.29
2015-10-14T00:00:00.000000000,21,NSE_SOLARINDS,SELL,-12,685.02,-8220.24,8.22
2015-10-14T00:00:00.000000000,21,NSE_SUNPHARMA,BUY,11,884.10,9725.10,9.73
2015-10-14T00:00:00.000000000,21,NSE_TRENT,SELL,-185,135.99,-25158.15,25.16
2015-10-15T00:00:00.000000000,22,NSE_ADANIPORTS,SELL,-5,325.20,-1626.00,1.63
2015-10-15T00:00:00.000000000,22,NSE_ADANIPOWER,BUY,2266,5.65,12802.90,12.80
2015-10-15T00:00:00.000000000,22,NSE_BAJAJ_AUTO,BUY,3,2450.00,7350.00,7.35
2015-10-15T00:00:00.000000000,22,NSE_HDFCBANK,SELL,-41,271.42,-11128.42,11.13
2015-10-15T00:00:00.000000000,22,NSE_INFY,SELL,-5,549.95,-2749.75,2.75
2015-10-15T00:00:00.000000000,22,NSE_RELIANCE,SELL,-41,204.07,-8367.03,8.37
2015-10-15T00:00:00.000000000,22,NSE_SBIN,SELL,-16,246.00,-3936.00,3.94
2015-10-15T00:00:00.000000000,22,NSE_SOLARINDS,SELL,-14,694.97,-9729.58,9.73
2015-10-15T00:00:00.000000000,22,NSE_SUNPHARMA,SELL,-2,889.95,-1779.90,1.78
2015-10-15T00:00:00.000000000,22,NSE_TRENT,BUY,104,134.80,14019.20,14.02
2015-10-16T00:00:00.000000000,23,NSE_ADANIPORTS,SELL,-31,330.45,-10243.95,10.24
2015-10-16T00:00:00.000000000,23,NSE_ADANIPOWER,SELL,-9298,5.99,-55695.02,55.70
2015-10-16T00:00:00.000000000,23,NSE_BAJAJ_AUTO,BUY,1,2456.75,2456.75,2.46
2015-10-16T00:00:00.000000000,23,NSE_HDFCBANK,BUY,8,272.50,2180.00,2.18
2015-10-16T00:00:00.000000000,23,NSE_INFY,BUY,13,549.50,7143.50,7.14
2015-10-16T00:00:00.000000000,23,NSE_RELIANCE,BUY,46,203.35,9354.30,9.35
2015-10-16T00:00:00.000000000,23,NSE_SBIN,SELL,-40,249.85,-9994.00,9.99
2015-10-16T00:00:00.000000000,23,NSE_SOLARINDS,BUY,50,675.55,33777.50,33.78
2015-10-16T00:00:00.000000000,23,NSE_SUNPHARMA,BUY,9,888.00,7992.00,7.99
2015-10-16T00:00:00.000000000,23,NSE_TRENT,BUY,74,134.25,9934.50,9.93
2015-10-19T00:00:00.000000000,24,NSE_ADANIPORTS,SELL,-3069,323.30,-992207.66,992.21
2015-10-19T00:00:00.000000000,24,NSE_ADANIPOWER,SELL,-168962,5.88,-993496.58,993.50
2015-10-19T00:00:00.000000000,24,NSE_AMBUJACEM,BUY,4762,214.50,1021449.00,1021.45
2015-10-19T00:00:00.000000000,24,NSE_BAJAJ_AUTO,SELL,-412,2461.50,-1014138.00,1014.14
2015-10-19T00:00:00.000000000,24,NSE_HDFCBANK,SELL,-5,275.00,-1375.00,1.38
2015-10-19T00:00:00.000000000,24,NSE_HINDUNILVR,BUY,1303,784.90,1022724.73,1022.72
2015-10-19T00:00:00.000000000,24,NSE_INFY,BUY,9,551.00,4959.00,4.96
2015-10-19T00:00:00.000000000,24,NSE_ONGC,BUY,5802,176.07,1021537.82,1021.54
2015-10-19T00:00:00.000000000,24,NSE_RELIANCE,SELL,-4983,211.56,-1054205.82,1054.21
2015-10-19T00:00:00.000000000,24,NSE_SBIN,SELL,-77,256.65,-19762.05,19.76
2015-10-19T00:00:00.000000000,24,NSE_SOLARINDS,BUY,5,678.60,3393.00,3.39
2015-10-19T00:00:00.000000000,24,NSE_SUNPHARMA,SELL,-2,895.00,-1790.00,1.79
2015-10-19T00:00:00.000000000,24,NSE_TATAPOWER,BUY,14596,70.00,1021720.00,1021.72
2015-10-19T00:00:00.000000000,24,NSE_TRENT,SELL,-154,138.10,-21267.40,21.27
2015-10-20T00:00:00.000000000,25,NSE_AMBUJACEM,BUY,80,210.40,16832.00,16.83
2015-10-20T00:00:00.000000000,25,NSE_HDFCBANK,SELL,-7,274.50,-1921.50,1.92
2015-10-20T00:00:00.000000000,25,NSE_HINDUNILVR,SELL,-25,797.45,-19936.25,19.94
2015-10-20T00:00:00.000000000,25,NSE_INFY,SELL,-24,556.50,-13356.00,13.36
2015-10-20T00:00:00.000000000,25,NSE_ONGC,BUY,176,170.40,29990.37,29.99
2015-10-20T00:00:00.000000000,25,NSE_SBIN,BUY,22,254.50,5599.00,5.60
2015-10-20T00:00:00.000000000,25,NSE_SOLARINDS,SELL,-10,681.00,-6810.00,6.81
2015-10-20T00:00:00.000000000,25,NSE_SUNPHARMA,SELL,-23,911.00,-20953.00,20.95
2015-10-20T00:00:00.000000000,25,NSE_TATAPOWER,BUY,72,69.40,4996.80,5.00
2015-10-20T00:00:00.000000000,25,NSE_TRENT,SELL,-12,137.96,-1655.58,1.66
2015-10-21T00:00:00.000000000,26,NSE_AMBUJACEM,BUY,42,208.15,8742.30,8.74
2015-10-21T00:00:00.000000000,26,NSE_HDFCBANK,SELL,-7,274.73,-1923.08,1.92
2015-10-21T00:00:00.000000000,26,NSE_HINDUNILVR,BUY,14,788.00,11032.00,11.03
2015-10-21T00:00:00.000000000,26,NSE_INFY,SELL,-23,562.50,-12937.50,12.94
2015-10-21T00:00:00.000000000,26,NSE_ONGC,BUY,75,168.00,12599.99,12.60
2015-10-21T00:00:00.000000000,26,NSE_SUNPHARMA,BUY,9,901.90,8117.10,8.12
2015-10-21T00:00:00.000000000,26,NSE_TATAPOWER,SELL,-436,71.35,-31108.60,31.11
2015-10-21T00:00:00.000000000,26,NSE_TRENT,BUY,53,136.71,7245.63,7.25
2015-10-23T00:00:00.000000000,27,NSE_AMBUJACEM,SELL,-20,210.50,-4210.00,4.21
2015-10-23T00:00:00.000000000,27,NSE_HDFCBANK,BUY,26,274.86,7146.42,7.15
2015-10-23T00:00:00.000000000,27,NSE_HINDUNILVR,SELL,-3,795.00,-2385.00,2.39
2015-10-23T00:00:00.000000000,27,NSE_INFY,SELL,-14,570.90,-7992.60,7.99
2015-10-23T00:00:00.000000000,27,NSE_ONGC,SELL,-29,170.00,-4930.00,4.93
2015-10-23T00:00:00.000000000,27,NSE_SBIN,BUY,45,253.00,11385.00,11.38
2015-10-23T00:00:00.000000000,27,NSE_SOLARINDS,SELL,-14,690.53,-9667.42,9.67
2015-10-23T00:00:00.000000000,27,NSE_SUNPHARMA,BUY,8,901.95,7215.60,7.22
2015-10-23T00:00:00.000000000,27,NSE_TATAPOWER,BUY,165,71.10,11731.50,11.73
2015-10-23T00:00:00.000000000,27,NSE_TRENT,SELL,-88,139.32,-12259.72,12.26
2015-10-26T00:00:00.000000000,28,NSE_AMBUJACEM,BUY,30,209.85,6295.50,6.30
